,perplexity_scores,correct,label
29,"[13.162662506103516, 17.14877700805664, 16.874755859375, 16.71146583557129, 19.563749313354492, 20.24504852294922, 15.688694953918457, 21.604265213012695, 13.37362003326416, 21.750398635864258, 19.253232955932617]",True,pre2022
30,"[15.996026039123535, 16.937410354614258, 17.817813873291016, 15.676311492919922, 18.440807342529297, 24.18397331237793, 14.725138664245605, 19.862213134765625, 14.954607963562012, 26.25734519958496, 10.398022651672363]",False,pre2022
31,"[13.385831832885742, 23.186626434326172, 21.144699096679688, 25.620044708251953, 16.089252471923828, 20.292236328125, 12.154862403869629, 17.573841094970703, 14.327672958374023, 24.31434440612793, 11.582413673400879]",False,pre2022
32,"[16.168630599975586, 24.66097640991211, 18.771221160888672, 18.86236000061035, 15.154991149902344, 23.022811889648438, 13.78632926940918, 28.86733627319336, 18.949642181396484, 18.526596069335938, 17.019214630126953]",False,pre2022
33,"[1.4364488124847412, 5.134991645812988, 2.348341703414917, 13.620770454406738, 1.4437977075576782, 6.70618200302124, 7.665219306945801, 12.255365371704102, 4.2154927253723145, 6.708265781402588, 5.026559829711914]",True,pre2022
34,"[25.15082550048828, 23.996829986572266, 24.114564895629883, 25.04105567932129, 25.52105712890625, 28.5341854095459, 20.585769653320312, 27.556459426879883, 23.944076538085938, 34.556663513183594, 12.845824241638184]",False,pre2022
35,"[17.963979721069336, 18.595529556274414, 13.89434814453125, 30.803564071655273, 15.307056427001953, 22.918853759765625, 15.790985107421875, 19.288970947265625, 15.507336616516113, 50.7298583984375, 17.829410552978516]",False,pre2022
36,"[9.86923885345459, 16.073102951049805, 11.682207107543945, 16.26032257080078, 15.62596607208252, 14.064550399780273, 12.128392219543457, 12.136651039123535, 10.5233154296875, 20.09427261352539, 9.69819450378418]",False,pre2022
37,"[17.088102340698242, 28.869415283203125, 24.719873428344727, 37.399295806884766, 17.113025665283203, 38.12191390991211, 24.720239639282227, 33.05364990234375, 21.560197830200195, 47.900360107421875, 21.73703384399414]",True,pre2022
38,"[20.393823623657227, 23.858530044555664, 30.080123901367188, 21.139860153198242, 22.878673553466797, 26.117650985717773, 17.446123123168945, 19.477895736694336, 25.825498580932617, 31.28788185119629, 17.7691593170166]",False,pre2022
39,"[13.347232818603516, 12.173415184020996, 14.206246376037598, 18.063417434692383, 11.013620376586914, 10.818741798400879, 13.343354225158691, 20.464380264282227, 11.805445671081543, 34.288536071777344, 10.861595153808594]",False,pre2022
40,"[24.27784538269043, 29.196496963500977, 23.238887786865234, 22.712778091430664, 23.692279815673828, 40.47456741333008, 26.8414363861084, 37.345726013183594, 27.17911148071289, 34.881351470947266, 43.44486618041992]",False,pre2022
41,"[10.115897178649902, 5.905561447143555, 10.126656532287598, 10.562256813049316, 8.54704475402832, 12.673688888549805, 7.616471767425537, 10.167501449584961, 9.991433143615723, 7.826339244842529, 11.65483570098877]",False,pre2022
42,"[18.504854202270508, 16.21139144897461, 26.843175888061523, 25.740478515625, 23.403797149658203, 32.28282928466797, 21.17860221862793, 31.11480712890625, 25.826114654541016, 21.045778274536133, 18.014057159423828]",False,pre2022
43,"[5.669615268707275, 27.966642379760742, 16.49117660522461, 23.131471633911133, 5.836923122406006, 15.361490249633789, 17.278385162353516, 23.369049072265625, 15.99643325805664, 26.42350196838379, 12.67435359954834]",True,pre2022
44,"[3.202026605606079, 11.044586181640625, 14.21756362915039, 15.234171867370605, 15.560823440551758, 32.799678802490234, 10.826619148254395, 14.645547866821289, 15.73566722869873, 36.440269470214844, 11.336146354675293]",True,pre2022
45,"[20.829286575317383, 36.57212448120117, 35.01789855957031, 38.697227478027344, 35.95948791503906, 44.2018928527832, 26.58582305908203, 29.023529052734375, 31.37828826904297, 50.625465393066406, 26.232254028320312]",True,pre2022
46,"[10.876448631286621, 18.620529174804688, 14.69571590423584, 22.323654174804688, 16.108861923217773, 17.314472198486328, 15.77238655090332, 17.83230972290039, 12.205592155456543, 17.671113967895508, 13.472814559936523]",True,pre2022
47,"[16.89699935913086, 16.12849998474121, 18.91969108581543, 19.629974365234375, 18.44552230834961, 20.647201538085938, 12.982278823852539, 23.59966468811035, 16.670475006103516, 20.605995178222656, 14.471444129943848]",False,pre2022
48,"[13.046178817749023, 16.07197380065918, 31.52228546142578, 17.119400024414062, 12.307940483093262, 20.570049285888672, 15.562114715576172, 19.897634506225586, 16.339675903320312, 26.69239616394043, 13.387133598327637]",False,pre2022
49,"[12.815114974975586, 26.353910446166992, 18.489242553710938, 18.944366455078125, 20.296001434326172, 19.497228622436523, 14.407135963439941, 19.01617431640625, 14.593194961547852, 26.553882598876953, 7.297149181365967]",False,pre2022
50,"[43.16868209838867, 40.32568359375, 37.00105285644531, 52.821659088134766, 44.17575454711914, 37.433738708496094, 33.393653869628906, 50.80945587158203, 41.66709518432617, 78.28121948242188, 19.895437240600586]",False,pre2022
51,"[13.863973617553711, 35.47280502319336, 22.471084594726562, 21.044132232666016, 18.153278350830078, 15.666257858276367, 21.913034439086914, 14.979190826416016, 15.593955993652344, 39.217262268066406, 16.21153450012207]",True,pre2022
52,"[12.99695873260498, 15.398070335388184, 16.86525535583496, 21.645273208618164, 20.707962036132812, 18.478275299072266, 13.983652114868164, 24.729570388793945, 16.770811080932617, 24.10442543029785, 22.983264923095703]",True,pre2022
53,"[14.1260347366333, 20.557140350341797, 26.008827209472656, 25.233417510986328, 14.79450511932373, 15.925216674804688, 27.599374771118164, 40.0296516418457, 19.34214210510254, 27.679889678955078, 17.492088317871094]",True,pre2022
54,"[22.278804779052734, 30.312143325805664, 32.19153594970703, 27.24237823486328, 34.16253662109375, 21.04273223876953, 17.402034759521484, 26.618619918823242, 25.08907127380371, 70.36261749267578, 25.843244552612305]",False,pre2022
55,"[13.638867378234863, 13.66084098815918, 14.726212501525879, 21.704097747802734, 14.481985092163086, 13.125114440917969, 13.304300308227539, 17.080242156982422, 13.10876178741455, 16.381166458129883, 11.622673988342285]",False,pre2022
56,"[10.292490005493164, 13.870285987854004, 12.585166931152344, 22.281295776367188, 12.661614418029785, 13.632807731628418, 12.438919067382812, 19.903745651245117, 11.91015911102295, 20.472963333129883, 13.664857864379883]",True,pre2022
57,"[8.87411880493164, 11.981474876403809, 8.145973205566406, 12.12171459197998, 9.774505615234375, 12.60979175567627, 10.693568229675293, 13.376218795776367, 9.470629692077637, 19.655961990356445, 8.870123863220215]",False,pre2022
58,"[8.002246856689453, 9.71721076965332, 12.737099647521973, 11.802164077758789, 10.84463882446289, 11.313004493713379, 10.710028648376465, 14.969511985778809, 9.807293891906738, 15.001116752624512, 13.021666526794434]",True,pre2022
59,"[13.796618461608887, 15.23498821258545, 16.902189254760742, 14.495512008666992, 16.46340560913086, 13.775365829467773, 15.048595428466797, 15.140454292297363, 13.502411842346191, 22.243511199951172, 11.978650093078613]",False,pre2022
60,"[12.430549621582031, 19.728879928588867, 16.820011138916016, 25.488840103149414, 21.565725326538086, 27.00078010559082, 21.806917190551758, 25.423662185668945, 15.755526542663574, 23.39283561706543, 18.640151977539062]",True,pre2022
61,"[9.369179725646973, 9.633318901062012, 11.837198257446289, 21.048137664794922, 12.439595222473145, 13.486639976501465, 17.285625457763672, 18.16879653930664, 14.800484657287598, 26.619871139526367, 11.614217758178711]",True,pre2022
62,"[17.439237594604492, 18.715147018432617, 15.409786224365234, 30.261768341064453, 15.362401962280273, 25.08482551574707, 35.72681427001953, 17.522817611694336, 15.019346237182617, 20.396020889282227, 16.138919830322266]",False,pre2022
63,"[19.94586181640625, 14.395648002624512, 25.1072998046875, 36.01515579223633, 29.273948669433594, 20.86496353149414, 27.042360305786133, 36.83305740356445, 24.164077758789062, 29.46702766418457, 12.30419635772705]",False,pre2022
64,"[27.64159393310547, 27.33147430419922, 30.039695739746094, 33.22775650024414, 21.85146713256836, 27.215566635131836, 24.1422176361084, 23.668306350708008, 22.031904220581055, 36.22948455810547, 20.276243209838867]",False,pre2022
65,"[13.18056869506836, 29.881624221801758, 20.60390281677246, 26.39691162109375, 28.54513931274414, 19.222209930419922, 23.432004928588867, 23.042388916015625, 16.73050308227539, 28.097837448120117, 12.860490798950195]",False,pre2022
66,"[11.760539054870605, 14.486024856567383, 12.339658737182617, 25.911659240722656, 15.415779113769531, 18.04815673828125, 13.29117202758789, 16.691253662109375, 14.35769271850586, 18.76285743713379, 14.209989547729492]",True,pre2022
67,"[25.869184494018555, 26.926862716674805, 28.401697158813477, 32.7295036315918, 30.348291397094727, 29.606609344482422, 25.921001434326172, 34.37642288208008, 27.13421058654785, 65.89742279052734, 21.211956024169922]",False,pre2022
68,"[12.066315650939941, 13.33131217956543, 17.01228904724121, 20.191787719726562, 20.214567184448242, 16.874052047729492, 16.476497650146484, 19.3557186126709, 15.476259231567383, 24.630863189697266, 11.515087127685547]",False,pre2022
69,"[14.384757995605469, 17.582172393798828, 17.170738220214844, 19.004770278930664, 20.749317169189453, 20.270627975463867, 17.751230239868164, 22.564865112304688, 12.54292106628418, 15.50390911102295, 16.937747955322266]",False,pre2022
70,"[24.35519027709961, 28.4877986907959, 32.15713882446289, 34.45298385620117, 39.1726188659668, 34.96063995361328, 27.158462524414062, 31.878511428833008, 24.723215103149414, 53.15229034423828, 15.774857521057129]",False,pre2022
71,"[17.952829360961914, 103.5377197265625, 12.67816162109375, 22.818254470825195, 21.951494216918945, 30.388084411621094, 20.6583251953125, 23.568300247192383, 21.64472770690918, 41.69291305541992, 17.809736251831055]",False,pre2022
72,"[9.108601570129395, 52.521514892578125, 8.916108131408691, 13.050515174865723, 11.48919677734375, 13.99522876739502, 10.560866355895996, 13.743124961853027, 10.807511329650879, 13.173672676086426, 9.639852523803711]",False,pre2022
73,"[19.86351203918457, 18.965503692626953, 23.511783599853516, 24.9621639251709, 19.24253273010254, 22.84059715270996, 22.326688766479492, 24.406354904174805, 20.85320281982422, 20.310420989990234, 18.494691848754883]",False,pre2022
74,"[9.285181999206543, 16.069520950317383, 11.477383613586426, 17.721004486083984, 11.417840957641602, 16.624908447265625, 9.872222900390625, 17.058330535888672, 10.540302276611328, 16.075307846069336, 9.6682767868042]",True,pre2022
75,"[11.127473831176758, 11.917350769042969, 11.332690238952637, 15.055869102478027, 11.216760635375977, 11.039881706237793, 10.649636268615723, 15.46843433380127, 11.398238182067871, 32.91273880004883, 11.983506202697754]",False,pre2022
76,"[11.582847595214844, 22.72921371459961, 16.82787322998047, 15.06335163116455, 12.532892227172852, 12.712162017822266, 12.593324661254883, 18.180322647094727, 13.087257385253906, 16.52158546447754, 21.39508819580078]",True,pre2022
77,"[14.0464506149292, 17.42511558532715, 13.381144523620605, 14.833738327026367, 14.509698867797852, 18.707536697387695, 12.23141098022461, 14.3092622756958, 13.409232139587402, 19.856632232666016, 16.366680145263672]",False,pre2022
78,"[14.562141418457031, 18.56947898864746, 12.56501293182373, 17.89244270324707, 13.040621757507324, 15.424592018127441, 15.744377136230469, 17.167316436767578, 14.609877586364746, 26.728925704956055, 13.710871696472168]",False,pre2022
79,"[3.9064533710479736, 12.925202369689941, 12.420251846313477, 12.983622550964355, 8.532341957092285, 15.42611026763916, 12.272192001342773, 14.786123275756836, 14.42587947845459, 9.704291343688965, 10.603350639343262]",True,pre2022
80,"[14.764155387878418, 13.794260025024414, 21.12982177734375, 15.647652626037598, 16.520465850830078, 18.49140739440918, 14.274186134338379, 17.965444564819336, 13.457016944885254, 18.145553588867188, 10.575661659240723]",False,pre2022
81,"[23.389394760131836, 18.2165470123291, 35.84854507446289, 23.494171142578125, 27.171615600585938, 21.685497283935547, 22.109167098999023, 27.057676315307617, 23.3746395111084, 23.411794662475586, 18.827430725097656]",False,pre2022
82,"[17.927705764770508, 33.95893478393555, 18.758081436157227, 19.6064510345459, 20.55865478515625, 18.872453689575195, 17.843801498413086, 19.0387020111084, 19.520139694213867, 28.316139221191406, 15.119348526000977]",False,pre2022
83,"[15.305987358093262, 12.28087043762207, 14.860846519470215, 26.636154174804688, 19.8981990814209, 17.75232696533203, 17.60125160217285, 20.66167449951172, 15.466399192810059, 22.777156829833984, 15.106471061706543]",False,pre2022
84,"[22.085901260375977, 13.942856788635254, 18.717565536499023, 25.428373336791992, 15.570721626281738, 65.62236785888672, 15.798919677734375, 19.767154693603516, 20.396215438842773, 27.64576530456543, 14.564352989196777]",False,pre2022
85,"[15.21130657196045, 18.235689163208008, 16.78134536743164, 22.23609733581543, 17.689706802368164, 18.681640625, 17.57914924621582, 25.498821258544922, 17.962112426757812, 47.285865783691406, 21.064729690551758]",True,pre2022
86,"[14.85067367553711, 17.837383270263672, 13.595340728759766, 18.4169979095459, 27.401588439941406, 20.0621280670166, 16.73647117614746, 19.759096145629883, 18.02637481689453, 25.87807273864746, 18.552873611450195]",False,pre2022
87,"[13.577887535095215, 11.751996040344238, 19.705535888671875, 14.768299102783203, 11.642651557922363, 11.295184135437012, 13.314699172973633, 16.914766311645508, 12.81648063659668, 29.87286949157715, 8.808497428894043]",False,pre2022
88,"[22.80531120300293, 25.857025146484375, 26.350292205810547, 24.403486251831055, 24.582948684692383, 27.067407608032227, 18.490421295166016, 39.527400970458984, 25.625696182250977, 36.90632629394531, 15.638724327087402]",False,pre2022
89,"[12.903181076049805, 20.026935577392578, 23.117534637451172, 34.185935974121094, 19.07830238342285, 21.97797203063965, 29.054338455200195, 20.082088470458984, 18.937475204467773, 25.981916427612305, 26.25410270690918]",True,pre2022
90,"[18.441564559936523, 15.852728843688965, 22.938610076904297, 28.13802719116211, 19.612646102905273, 21.664831161499023, 16.18728256225586, 26.723604202270508, 22.82801055908203, 30.602554321289062, 13.947388648986816]",False,pre2022
91,"[13.611947059631348, 28.17728042602539, 17.9437198638916, 35.72678756713867, 20.31563377380371, 51.8116455078125, 16.750295639038086, 22.01463508605957, 17.060869216918945, 29.29652214050293, 15.876664161682129]",True,pre2022
92,"[11.154288291931152, 18.360376358032227, 12.585412979125977, 15.164496421813965, 14.14320182800293, 12.156097412109375, 15.433600425720215, 12.800634384155273, 14.434304237365723, 26.286664962768555, 9.268671035766602]",False,pre2022
93,"[14.839599609375, 14.249215126037598, 16.219362258911133, 18.183101654052734, 19.86181640625, 17.622901916503906, 14.549335479736328, 17.241230010986328, 14.641763687133789, 25.644012451171875, 14.3629789352417]",False,pre2022
94,"[16.123218536376953, 19.173473358154297, 19.387187957763672, 24.176179885864258, 21.474367141723633, 23.88389015197754, 22.249048233032227, 24.318309783935547, 19.646244049072266, 34.21824264526367, 16.030933380126953]",False,pre2022
95,"[12.956191062927246, 16.533733367919922, 14.928958892822266, 17.397232055664062, 15.018895149230957, 15.134687423706055, 12.692437171936035, 15.016170501708984, 18.270965576171875, 22.200023651123047, 13.388206481933594]",False,pre2022
96,"[17.133594512939453, 17.79750633239746, 22.305561065673828, 17.0382022857666, 18.992843627929688, 16.92076873779297, 16.143014907836914, 24.603124618530273, 18.47846794128418, 26.559404373168945, 15.526107788085938]",False,pre2022
97,"[30.161985397338867, 13.37373161315918, 34.68968963623047, 29.288345336914062, 26.159093856811523, 21.870872497558594, 20.640207290649414, 34.13349533081055, 25.077375411987305, 33.318756103515625, 19.01837158203125]",False,pre2022
98,"[12.420160293579102, 15.344674110412598, 14.590752601623535, 29.681406021118164, 16.215654373168945, 24.11114501953125, 14.642594337463379, 20.81867218017578, 16.75408172607422, 18.37359619140625, 16.335500717163086]",True,pre2022
99,"[11.854522705078125, 12.211576461791992, 13.895526885986328, 15.957826614379883, 15.983007431030273, 12.832297325134277, 14.273222923278809, 15.427831649780273, 11.860122680664062, 21.515066146850586, 13.010153770446777]",True,pre2022
100,"[9.571453094482422, 23.61299705505371, 11.633090019226074, 20.327178955078125, 14.592443466186523, 17.688037872314453, 10.579590797424316, 18.41411781311035, 11.407674789428711, 37.26659393310547, 15.028717041015625]",True,pre2022
101,"[18.148296356201172, 14.642430305480957, 22.03207778930664, 22.9074649810791, 20.868680953979492, 26.344167709350586, 28.917869567871094, 20.84220314025879, 26.6363582611084, 27.040231704711914, 18.341777801513672]",False,pre2022
102,"[13.5345458984375, 12.389239311218262, 17.86224937438965, 18.759288787841797, 15.7570219039917, 19.282882690429688, 20.238248825073242, 18.08617401123047, 15.637799263000488, 25.22515869140625, 14.03313159942627]",False,pre2022
103,"[25.564550399780273, 23.989669799804688, 28.054729461669922, 25.301105499267578, 27.752300262451172, 35.155853271484375, 31.167522430419922, 30.47446632385254, 27.43874168395996, 22.424062728881836, 26.08544158935547]",False,pre2022
104,"[15.908143997192383, 21.609668731689453, 21.809688568115234, 20.70796775817871, 20.005088806152344, 22.531394958496094, 14.157033920288086, 20.75739860534668, 20.040529251098633, 35.33509063720703, 16.801027297973633]",False,pre2022
105,"[14.323884963989258, 30.2646484375, 16.734874725341797, 21.22817611694336, 15.769634246826172, 17.458131790161133, 14.188814163208008, 26.77509117126465, 16.145763397216797, 21.239707946777344, 19.10702133178711]",False,pre2022
106,"[12.86816120147705, 22.975069046020508, 17.833703994750977, 19.530120849609375, 16.68134117126465, 10.215787887573242, 12.620797157287598, 21.622167587280273, 13.35744857788086, 28.15864372253418, 12.164223670959473]",False,pre2022
107,"[15.328434944152832, 18.15824317932129, 27.606048583984375, 33.04800796508789, 18.611562728881836, 17.331323623657227, 20.948610305786133, 26.73765754699707, 14.615755081176758, 26.948352813720703, 19.242063522338867]",False,pre2022
108,"[9.441607475280762, 15.681227684020996, 13.366052627563477, 15.268832206726074, 13.176905632019043, 12.343262672424316, 10.938309669494629, 14.748302459716797, 12.498048782348633, 17.904293060302734, 10.974818229675293]",True,pre2022
109,"[9.727073669433594, 12.383524894714355, 13.050729751586914, 14.948284149169922, 23.39270782470703, 14.195090293884277, 8.694367408752441, 26.25044822692871, 15.047465324401855, 17.5552978515625, 12.283824920654297]",False,pre2022
110,"[12.775032997131348, 14.210175514221191, 14.742537498474121, 13.80823802947998, 15.072821617126465, 20.754413604736328, 17.776853561401367, 17.912532806396484, 15.018562316894531, 23.05985450744629, 14.616131782531738]",True,pre2022
111,"[4.362115383148193, 24.300987243652344, 29.436229705810547, 23.149578094482422, 26.51062774658203, 34.23094177246094, 25.39467430114746, 22.197599411010742, 20.52861213684082, 22.882152557373047, 13.496808052062988]",True,pre2022
112,"[29.10930824279785, 21.61789321899414, 27.7275390625, 52.623783111572266, 25.752607345581055, 40.11688232421875, 26.518346786499023, 33.909305572509766, 24.005861282348633, 72.24568939208984, 20.085996627807617]",False,pre2022
113,"[11.390134811401367, 12.443228721618652, 13.093852043151855, 22.723892211914062, 16.16396713256836, 14.782203674316406, 18.117197036743164, 24.37056541442871, 14.25481128692627, 8.896814346313477, 11.139192581176758]",False,pre2022
114,"[14.680644035339355, 20.25973129272461, 18.5050048828125, 20.94915008544922, 17.326778411865234, 19.133716583251953, 16.0402774810791, 17.676769256591797, 15.858025550842285, 22.637195587158203, 12.796643257141113]",False,pre2022
115,"[15.925057411193848, 24.253280639648438, 26.10923957824707, 29.351398468017578, 24.301427841186523, 27.566972732543945, 21.405128479003906, 23.036945343017578, 20.45941925048828, 33.75029373168945, 16.370075225830078]",True,pre2022
116,"[11.140645980834961, 15.504020690917969, 15.678950309753418, 21.728099822998047, 17.233081817626953, 14.407888412475586, 17.604827880859375, 14.649742126464844, 13.775161743164062, 18.023326873779297, 12.561820030212402]",True,pre2022
117,"[17.883405685424805, 23.528993606567383, 16.11424446105957, 22.651927947998047, 16.556482315063477, 19.038883209228516, 14.369912147521973, 19.80472183227539, 18.528318405151367, 26.102928161621094, 14.788799285888672]",False,pre2022
118,"[10.704047203063965, 16.69546127319336, 7.888867378234863, 17.361936569213867, 13.751879692077637, 12.864486694335938, 13.486601829528809, 14.242180824279785, 10.737290382385254, 14.058123588562012, 10.07958984375]",False,pre2022
119,"[1.8191832304000854, 19.395631790161133, 20.243600845336914, 19.00809669494629, 23.193836212158203, 22.53107261657715, 17.541757583618164, 17.580825805664062, 18.137033462524414, 53.003482818603516, 11.163128852844238]",True,pre2022
120,"[18.17721176147461, 34.78924560546875, 25.850183486938477, 28.741748809814453, 17.99239730834961, 25.353979110717773, 22.187288284301758, 29.893917083740234, 26.921491622924805, 18.554901123046875, 16.327125549316406]",False,pre2022
121,"[21.372966766357422, 45.58419418334961, 28.731704711914062, 25.028133392333984, 31.230749130249023, 32.76741027832031, 37.02860641479492, 28.027198791503906, 26.552730560302734, 40.57027053833008, 20.98369598388672]",False,pre2022
122,"[21.0577335357666, 24.024675369262695, 20.189538955688477, 32.484405517578125, 21.444318771362305, 18.875089645385742, 25.753570556640625, 33.991920471191406, 20.019079208374023, 36.658042907714844, 19.364381790161133]",False,pre2022
123,"[33.01408004760742, 23.487674713134766, 36.74010467529297, 45.530155181884766, 31.384544372558594, 29.83716583251953, 31.81036376953125, 31.875411987304688, 36.203468322753906, 33.328163146972656, 27.495563507080078]",False,pre2022
124,"[9.603142738342285, 14.924528121948242, 12.032307624816895, 11.156264305114746, 10.226431846618652, 16.959299087524414, 10.616249084472656, 9.151617050170898, 11.617047309875488, 13.435630798339844, 8.118611335754395]",False,pre2022
125,"[12.475146293640137, 15.573453903198242, 18.978883743286133, 27.07939910888672, 12.751973152160645, 28.29881477355957, 14.343316078186035, 23.844444274902344, 15.000125885009766, 21.849836349487305, 16.55841636657715]",True,pre2022
126,"[5.533859729766846, 8.576105117797852, 7.290933609008789, 6.499305248260498, 29.875234603881836, 6.7116379737854, 5.6852803230285645, 7.393348693847656, 6.2293524742126465, 8.687264442443848, 5.445894241333008]",False,pre2022
