,perplexity_scores,correct,label
12,"[12.168380737304688, 15.392759323120117, 16.05621337890625, 16.63958168029785, 18.756431579589844, 21.49071502685547, 15.9366455078125, 16.22553253173828, 13.956426620483398, 19.07729721069336, 12.481679916381836]",True,pre2022
13,"[12.596153259277344, 17.21291160583496, 15.717823028564453, 20.0739803314209, 10.845731735229492, 17.88589096069336, 12.439369201660156, 16.643779754638672, 15.584366798400879, 47.79140853881836, 12.5155668258667]",False,pre2022
14,"[16.62006950378418, 19.052814483642578, 15.690618515014648, 10.289763450622559, 22.981176376342773, 12.666345596313477, 14.61162281036377, 12.409714698791504, 14.439784049987793, 28.816896438598633, 9.001934051513672]",False,pre2022
15,"[8.07688045501709, 16.64411163330078, 12.061129570007324, 12.079371452331543, 12.810113906860352, 14.30231761932373, 15.813074111938477, 13.742960929870605, 10.807290077209473, 21.15328025817871, 12.716917991638184]",True,pre2022
16,"[1.4115149974822998, 9.16114616394043, 10.87382698059082, 17.41562843322754, 458.650634765625, 17.816743850708008, 9.727906227111816, 14.69200611114502, 8.81147575378418, 18.374666213989258, 10.124197006225586]",True,pre2022
17,"[11.287205696105957, 12.454955101013184, 18.43206024169922, 16.692934036254883, 13.677876472473145, 15.773059844970703, 16.84708595275879, 20.17368507385254, 16.155658721923828, 26.09158706665039, 10.52780532836914]",False,pre2022
18,"[8.292733192443848, 11.691447257995605, 20.894065856933594, 15.175972938537598, 10.776671409606934, 13.464385032653809, 13.214286804199219, 15.41616153717041, 13.473894119262695, 30.333621978759766, 10.63800048828125]",True,pre2022
19,"[9.376677513122559, 10.090729713439941, 11.037370681762695, 13.637245178222656, 9.156767845153809, 12.498233795166016, 10.688888549804688, 17.77950668334961, 10.332465171813965, 23.145538330078125, 10.737556457519531]",False,pre2022
20,"[14.759872436523438, 19.319129943847656, 19.594648361206055, 19.888526916503906, 15.528661727905273, 22.67984962463379, 19.875699996948242, 21.129268646240234, 15.81814193725586, 22.583459854125977, 10.613700866699219]",False,pre2022
21,"[13.019586563110352, 22.424570083618164, 17.562368392944336, 27.358165740966797, 18.294408798217773, 23.407960891723633, 16.886560440063477, 16.9672908782959, 17.611553192138672, 21.52981948852539, 15.018959999084473]",True,pre2022
22,"[21.487092971801758, 19.49931526184082, 13.159111022949219, 26.441627502441406, 16.704120635986328, 20.26314353942871, 22.283714294433594, 25.02457046508789, 16.8874454498291, 29.623321533203125, 14.856630325317383]",False,pre2022
23,"[27.90007209777832, 23.723876953125, 24.923812866210938, 18.264232635498047, 20.400144577026367, 22.896484375, 26.78501319885254, 26.21068572998047, 21.9158878326416, 47.17709732055664, 18.999374389648438]",False,pre2022
24,"[10.189812660217285, 13.144658088684082, 14.505990982055664, 21.557109832763672, 15.062633514404297, 18.536657333374023, 14.054215431213379, 17.338787078857422, 14.060620307922363, 24.267005920410156, 17.623090744018555]",True,pre2022
25,"[22.975473403930664, 23.2006778717041, 26.517126083374023, 17.930774688720703, 19.592885971069336, 28.709121704101562, 20.172670364379883, 26.501585006713867, 18.711572647094727, 31.9809627532959, 14.885860443115234]",False,pre2022
26,"[9.271979331970215, 15.353599548339844, 12.613478660583496, 18.71769905090332, 12.166399002075195, 20.835689544677734, 14.71269416809082, 13.078268051147461, 12.345237731933594, 11.33164119720459, 9.925248146057129]",True,pre2022
27,"[13.193349838256836, 23.48694610595703, 14.73692512512207, 15.701796531677246, 15.821846008300781, 17.943796157836914, 13.971391677856445, 17.662044525146484, 13.064627647399902, 32.841617584228516, 16.07115364074707]",False,pre2022
28,"[11.963677406311035, 20.346864700317383, 19.83124351501465, 21.666784286499023, 15.793497085571289, 16.199684143066406, 11.96968936920166, 20.379728317260742, 12.568922996520996, 30.960962295532227, 15.396462440490723]",True,pre2022
29,"[11.824857711791992, 15.52847671508789, 14.25511360168457, 14.783824920654297, 16.20747184753418, 17.126752853393555, 12.86829662322998, 18.78557014465332, 12.003205299377441, 20.18622398376465, 16.115028381347656]",True,pre2022
30,"[13.763294219970703, 14.304285049438477, 16.019676208496094, 14.517325401306152, 17.16486358642578, 19.972362518310547, 13.51138973236084, 17.239187240600586, 13.459532737731934, 23.788671493530273, 9.714252471923828]",False,pre2022
31,"[11.252347946166992, 18.277545928955078, 16.3537654876709, 18.037887573242188, 13.315232276916504, 16.306833267211914, 10.035943984985352, 15.133546829223633, 11.524540901184082, 21.955032348632812, 10.639410972595215]",False,pre2022
32,"[11.92888069152832, 19.251140594482422, 14.250326156616211, 16.40549659729004, 12.182058334350586, 20.976093292236328, 11.956329345703125, 24.541967391967773, 15.130891799926758, 16.31361198425293, 15.932143211364746]",True,pre2022
33,"[1.4263910055160522, 4.616437911987305, 2.3432424068450928, 11.469139099121094, 1.4667870998382568, 6.669114112854004, 8.053628921508789, 12.076419830322266, 4.014674663543701, 5.859010219573975, 5.695474147796631]",True,pre2022
34,"[21.814390182495117, 21.148828506469727, 21.761201858520508, 22.529848098754883, 20.976327896118164, 26.640586853027344, 16.943584442138672, 24.033790588378906, 20.853580474853516, 29.227998733520508, 13.12069320678711]",False,pre2022
35,"[12.517521858215332, 16.93297576904297, 13.335437774658203, 23.313322067260742, 13.126228332519531, 19.824234008789062, 13.697809219360352, 16.88575553894043, 12.566301345825195, 38.155574798583984, 14.998720169067383]",True,pre2022
36,"[8.367680549621582, 14.091338157653809, 9.58635425567627, 16.139728546142578, 13.661691665649414, 13.347563743591309, 11.297342300415039, 11.414410591125488, 9.680804252624512, 19.490562438964844, 9.418274879455566]",True,pre2022
37,"[10.944418907165527, 21.316408157348633, 18.734209060668945, 36.496341705322266, 15.952885627746582, 30.840410232543945, 16.43278694152832, 26.10834312438965, 18.85794448852539, 42.03145980834961, 17.4158935546875]",True,pre2022
38,"[18.95604133605957, 19.250232696533203, 27.241605758666992, 13.560572624206543, 19.989412307739258, 24.00898551940918, 16.84619903564453, 19.005577087402344, 21.83320426940918, 32.99165725708008, 14.485072135925293]",False,pre2022
39,"[10.019082069396973, 11.085617065429688, 13.105627059936523, 14.511414527893066, 8.469146728515625, 9.933089256286621, 10.535933494567871, 17.26420021057129, 8.419561386108398, 26.51994514465332, 10.070819854736328]",False,pre2022
40,"[17.36638641357422, 20.71727180480957, 18.359737396240234, 16.951904296875, 19.38166618347168, 36.06305694580078, 17.9007511138916, 25.94706916809082, 21.063207626342773, 27.143320083618164, 26.5322208404541]",False,pre2022
41,"[9.66778564453125, 5.474671840667725, 9.331117630004883, 9.808509826660156, 7.217846870422363, 11.021537780761719, 6.319423675537109, 8.88007926940918, 9.075732231140137, 7.285377025604248, 8.735082626342773]",False,pre2022
42,"[15.928998947143555, 15.569358825683594, 21.682344436645508, 20.42204475402832, 18.388505935668945, 27.885408401489258, 19.502119064331055, 24.012128829956055, 20.604158401489258, 19.946434020996094, 15.206001281738281]",False,pre2022
43,"[3.463716506958008, 17.70060920715332, 12.95838737487793, 18.320693969726562, 3.5731732845306396, 13.942355155944824, 16.944631576538086, 17.97784423828125, 15.742069244384766, 18.0942440032959, 11.964425086975098]",True,pre2022
44,"[2.463710308074951, 10.291502952575684, 14.418045997619629, 13.50153636932373, 10.950545310974121, 25.196434020996094, 10.579888343811035, 13.251873016357422, 14.736268043518066, 29.56705665588379, 11.656742095947266]",True,pre2022
45,"[16.53226661682129, 25.36945915222168, 21.65003204345703, 26.549781799316406, 20.60468292236328, 26.26770782470703, 18.136661529541016, 22.750329971313477, 20.928651809692383, 34.89774703979492, 22.772340774536133]",True,pre2022
46,"[10.387276649475098, 17.328876495361328, 13.899953842163086, 18.794551849365234, 14.036788940429688, 15.383110046386719, 13.992262840270996, 15.557210922241211, 11.432936668395996, 16.314790725708008, 11.994839668273926]",True,pre2022
47,"[14.229364395141602, 14.192359924316406, 17.647932052612305, 18.266193389892578, 16.762367248535156, 19.084484100341797, 12.675293922424316, 21.238821029663086, 15.214225769042969, 17.48954963684082, 13.502594947814941]",False,pre2022
48,"[11.4448881149292, 14.717143058776855, 23.22490119934082, 17.076597213745117, 11.678364753723145, 19.216766357421875, 17.933134078979492, 17.656740188598633, 15.034139633178711, 28.360204696655273, 11.342242240905762]",False,pre2022
49,"[12.45834732055664, 22.80621910095215, 14.832401275634766, 15.795767784118652, 16.552717208862305, 16.79233169555664, 13.581241607666016, 16.59163475036621, 12.70280933380127, 26.99005699157715, 7.408073425292969]",False,pre2022
50,"[30.159029006958008, 46.73949432373047, 35.51701354980469, 57.6917839050293, 41.37361526489258, 36.60772705078125, 25.004013061523438, 41.62004470825195, 35.97006607055664, 47.77633285522461, 19.259170532226562]",False,pre2022
51,"[11.829002380371094, 27.33843421936035, 17.810707092285156, 17.022972106933594, 14.177692413330078, 12.412132263183594, 17.081541061401367, 12.777924537658691, 12.624507904052734, 30.522872924804688, 13.353490829467773]",True,pre2022
52,"[11.62850570678711, 12.453960418701172, 14.736166000366211, 16.928010940551758, 17.28801918029785, 15.284052848815918, 12.230859756469727, 19.46417236328125, 14.557659149169922, 18.47329330444336, 15.927571296691895]",True,pre2022
53,"[10.874032020568848, 17.188764572143555, 19.37339210510254, 21.290006637573242, 12.290733337402344, 13.672417640686035, 19.959590911865234, 27.728364944458008, 16.02679443359375, 21.393878936767578, 16.259281158447266]",True,pre2022
54,"[19.431747436523438, 25.18767547607422, 26.587419509887695, 22.306001663208008, 28.6363582611084, 18.913963317871094, 16.504722595214844, 23.03301429748535, 21.872238159179688, 73.1376724243164, 23.391942977905273]",False,pre2022
55,"[11.895364761352539, 12.619319915771484, 12.959172248840332, 19.235082626342773, 13.314597129821777, 11.223435401916504, 12.659000396728516, 15.4039306640625, 11.622048377990723, 14.890811920166016, 10.650753021240234]",False,pre2022
56,"[8.374381065368652, 12.630800247192383, 10.305083274841309, 17.410642623901367, 10.278045654296875, 11.838818550109863, 10.699007987976074, 17.942333221435547, 10.083803176879883, 16.509363174438477, 12.670039176940918]",True,pre2022
57,"[2.6815035343170166, 9.861601829528809, 6.6320109367370605, 10.221992492675781, 8.513911247253418, 10.085118293762207, 8.936491966247559, 12.054342269897461, 8.347199440002441, 17.16631317138672, 8.459040641784668]",True,pre2022
58,"[6.977411270141602, 8.628312110900879, 10.377365112304688, 9.965967178344727, 10.626920700073242, 9.546843528747559, 8.718419075012207, 12.451733589172363, 8.449407577514648, 12.050756454467773, 10.335710525512695]",True,pre2022
59,"[10.77962589263916, 11.922645568847656, 12.388583183288574, 12.622404098510742, 13.102615356445312, 12.138298034667969, 12.832988739013672, 12.853732109069824, 11.258200645446777, 21.168657302856445, 11.029208183288574]",True,pre2022
60,"[11.682923316955566, 18.86442756652832, 14.19398021697998, 23.051637649536133, 17.469112396240234, 24.658754348754883, 18.797948837280273, 20.750762939453125, 15.125953674316406, 18.301860809326172, 16.29888916015625]",True,pre2022
61,"[8.56421947479248, 7.765140056610107, 11.914703369140625, 18.132183074951172, 11.91092586517334, 12.01716136932373, 14.7053861618042, 19.05164337158203, 12.825947761535645, 27.909791946411133, 12.05987548828125]",False,pre2022
62,"[13.805038452148438, 17.726911544799805, 14.189737319946289, 25.168832778930664, 14.549348831176758, 23.635295867919922, 28.33902931213379, 16.3832950592041, 15.86861515045166, 20.36412239074707, 13.878472328186035]",True,pre2022
63,"[11.064535140991211, 12.405933380126953, 20.785526275634766, 28.79117774963379, 25.63803482055664, 16.894195556640625, 21.05535888671875, 37.21635437011719, 22.999950408935547, 24.741802215576172, 10.828119277954102]",False,pre2022
64,"[10.516569137573242, 26.126440048217773, 23.38524627685547, 25.240745544433594, 17.706518173217773, 20.359045028686523, 19.424753189086914, 21.136322021484375, 18.39112663269043, 27.10222625732422, 15.606181144714355]",True,pre2022
65,"[12.238094329833984, 27.89862823486328, 18.603178024291992, 26.303041458129883, 21.702198028564453, 19.488611221313477, 18.57296371459961, 22.367286682128906, 15.091581344604492, 25.466018676757812, 12.31940746307373]",True,pre2022
66,"[10.711540222167969, 12.763388633728027, 11.247758865356445, 21.878246307373047, 12.503055572509766, 14.904315948486328, 11.62923812866211, 14.200520515441895, 12.6467924118042, 18.412216186523438, 12.766194343566895]",True,pre2022
67,"[19.756393432617188, 24.32962989807129, 20.878753662109375, 28.988555908203125, 26.2998046875, 24.549428939819336, 21.174877166748047, 30.84566879272461, 22.23687171936035, 78.86088562011719, 18.6318302154541]",False,pre2022
68,"[5.940227508544922, 10.877999305725098, 13.172530174255371, 17.014053344726562, 17.188411712646484, 15.369953155517578, 12.854950904846191, 15.944782257080078, 11.08915901184082, 18.582143783569336, 9.439062118530273]",True,pre2022
69,"[10.699495315551758, 13.92851734161377, 13.574792861938477, 14.951484680175781, 15.712390899658203, 17.02775001525879, 13.283119201660156, 19.308977127075195, 10.522598266601562, 13.292847633361816, 14.314745903015137]",False,pre2022
70,"[19.192607879638672, 23.31045913696289, 23.552385330200195, 27.860673904418945, 33.70195007324219, 33.20051574707031, 23.891036987304688, 27.81304168701172, 18.91822052001953, 47.64247512817383, 14.451135635375977]",False,pre2022
71,"[13.466876029968262, 78.37310028076172, 12.532560348510742, 18.376005172729492, 16.288753509521484, 24.320751190185547, 17.985244750976562, 20.46353530883789, 17.749765396118164, 26.705955505371094, 19.54094886779785]",False,pre2022
72,"[8.668203353881836, 38.429813385009766, 9.093648910522461, 11.337016105651855, 11.13237476348877, 14.17405891418457, 9.68502426147461, 12.610363006591797, 9.371006965637207, 11.715326309204102, 10.478863716125488]",True,pre2022
73,"[17.76612091064453, 17.44615364074707, 18.921977996826172, 20.007884979248047, 17.435121536254883, 19.47256851196289, 19.13132667541504, 21.367794036865234, 19.287948608398438, 18.259138107299805, 16.717435836791992]",False,pre2022
74,"[7.721835613250732, 11.418045043945312, 10.590412139892578, 15.11325740814209, 10.928068161010742, 15.077260971069336, 9.275360107421875, 13.967684745788574, 9.365103721618652, 14.118351936340332, 10.280396461486816]",True,pre2022
75,"[11.223320007324219, 11.521392822265625, 11.3192777633667, 12.6051025390625, 11.002280235290527, 9.830816268920898, 9.129532814025879, 13.21258544921875, 10.451277732849121, 26.173442840576172, 10.998539924621582]",False,pre2022
76,"[9.939385414123535, 18.898698806762695, 13.920724868774414, 14.594579696655273, 11.34524154663086, 12.412259101867676, 10.895244598388672, 16.038597106933594, 11.748703956604004, 14.608880996704102, 17.719741821289062]",True,pre2022
77,"[10.461783409118652, 12.269046783447266, 10.79955768585205, 13.675782203674316, 11.131610870361328, 13.861591339111328, 9.834288597106934, 11.811315536499023, 10.148283958435059, 17.374135971069336, 13.864694595336914]",False,pre2022
78,"[12.650588989257812, 16.505762100219727, 10.352112770080566, 15.507372856140137, 11.198641777038574, 13.226560592651367, 15.498055458068848, 14.24455451965332, 13.444714546203613, 22.609098434448242, 12.370443344116211]",False,pre2022
79,"[1.9734076261520386, 11.122007369995117, 9.148783683776855, 11.530590057373047, 8.242342948913574, 12.540546417236328, 9.868940353393555, 10.475366592407227, 11.147245407104492, 8.53533935546875, 10.311537742614746]",True,pre2022
80,"[12.788520812988281, 11.274247169494629, 16.64943504333496, 13.065094947814941, 13.403606414794922, 16.427635192871094, 11.487581253051758, 15.642400741577148, 10.670082092285156, 15.119441986083984, 9.474857330322266]",False,pre2022
81,"[19.29090118408203, 17.41189193725586, 27.964876174926758, 19.903644561767578, 28.95361328125, 20.36005401611328, 19.69892692565918, 22.57061195373535, 20.8814754486084, 22.44866371154785, 19.828794479370117]",False,pre2022
82,"[14.726991653442383, 23.639049530029297, 15.46215534210205, 17.162601470947266, 15.569801330566406, 14.715216636657715, 13.403133392333984, 14.543279647827148, 15.60937786102295, 23.38164520263672, 12.306596755981445]",False,pre2022
83,"[13.030791282653809, 12.67435073852539, 12.818561553955078, 22.44255256652832, 19.049575805664062, 16.26924705505371, 16.68433952331543, 17.305957794189453, 14.110167503356934, 20.50459861755371, 14.018885612487793]",False,pre2022
84,"[15.554143905639648, 12.117895126342773, 14.871440887451172, 23.608539581298828, 12.809283256530762, 52.77738571166992, 13.991692543029785, 16.91707420349121, 16.399869918823242, 23.615907669067383, 12.222630500793457]",False,pre2022
85,"[4.412425518035889, 16.450931549072266, 14.566648483276367, 21.63214874267578, 16.318979263305664, 17.450807571411133, 13.442676544189453, 25.0524959564209, 13.482345581054688, 37.82151412963867, 17.300128936767578]",True,pre2022
86,"[8.792905807495117, 15.213181495666504, 12.400962829589844, 16.066375732421875, 20.933082580566406, 17.875497817993164, 13.36585521697998, 17.880876541137695, 17.347375869750977, 21.910062789916992, 15.213525772094727]",True,pre2022
87,"[10.031279563903809, 10.563923835754395, 14.152710914611816, 13.747549057006836, 8.769277572631836, 10.187655448913574, 10.644645690917969, 13.676806449890137, 10.912483215332031, 19.528928756713867, 9.010473251342773]",False,pre2022
88,"[14.334403991699219, 20.424663543701172, 17.578399658203125, 20.269737243652344, 17.774133682250977, 20.193073272705078, 13.972357749938965, 27.769786834716797, 20.719236373901367, 23.30967140197754, 13.1312837600708]",False,pre2022
89,"[10.53311824798584, 14.105744361877441, 16.65918731689453, 25.222429275512695, 15.99082088470459, 18.143993377685547, 20.685258865356445, 19.694488525390625, 14.566783905029297, 26.233930587768555, 20.05329704284668]",True,pre2022
90,"[14.143356323242188, 14.032626152038574, 22.671756744384766, 24.012351989746094, 16.625988006591797, 22.14116096496582, 15.130213737487793, 27.870738983154297, 20.380287170410156, 29.592100143432617, 13.49509048461914]",False,pre2022
91,"[13.040708541870117, 21.25639533996582, 15.19046688079834, 30.612010955810547, 18.213802337646484, 38.72174835205078, 14.716307640075684, 18.786348342895508, 15.620821952819824, 28.540546417236328, 16.246055603027344]",True,pre2022
92,"[10.359299659729004, 14.987381935119629, 11.04606819152832, 13.096375465393066, 12.156937599182129, 12.006370544433594, 14.694258689880371, 12.244661331176758, 12.632046699523926, 22.763092041015625, 8.973904609680176]",False,pre2022
93,"[11.911652565002441, 12.115164756774902, 13.172049522399902, 15.223184585571289, 15.11898422241211, 15.023099899291992, 12.596552848815918, 15.82005786895752, 11.245407104492188, 20.790111541748047, 11.42516803741455]",False,pre2022
94,"[14.56212329864502, 15.838980674743652, 15.516216278076172, 19.494596481323242, 19.84288787841797, 18.892486572265625, 20.09314727783203, 23.05892562866211, 15.381529808044434, 29.528148651123047, 15.278120994567871]",True,pre2022
95,"[7.918095111846924, 11.210464477539062, 10.461008071899414, 16.205509185791016, 11.876143455505371, 13.446805000305176, 9.153033256530762, 12.222251892089844, 13.740419387817383, 14.062334060668945, 12.090035438537598]",True,pre2022
96,"[14.64718246459961, 14.700250625610352, 18.35555648803711, 15.91531753540039, 15.233281135559082, 15.141396522521973, 14.65242862701416, 20.108022689819336, 15.01553726196289, 25.212350845336914, 13.795377731323242]",False,pre2022
97,"[23.04599380493164, 11.384416580200195, 30.63067054748535, 25.124221801757812, 21.304046630859375, 19.850908279418945, 17.392196655273438, 27.625234603881836, 20.03675651550293, 31.041290283203125, 16.26300621032715]",False,pre2022
98,"[11.061715126037598, 14.072271347045898, 12.613252639770508, 23.02548599243164, 14.674477577209473, 20.94073486328125, 14.118600845336914, 17.67392921447754, 15.354086875915527, 17.7490177154541, 13.579178810119629]",True,pre2022
99,"[12.498257637023926, 12.918793678283691, 12.544374465942383, 14.898972511291504, 14.934039115905762, 12.608925819396973, 12.928487777709961, 13.866089820861816, 11.0819091796875, 18.04021453857422, 12.357181549072266]",False,pre2022
100,"[8.120973587036133, 20.019006729125977, 11.189764976501465, 16.149429321289062, 13.717153549194336, 16.08110237121582, 9.249432563781738, 16.73253631591797, 10.534220695495605, 29.102903366088867, 13.733816146850586]",True,pre2022
101,"[14.937239646911621, 14.11176872253418, 20.373014450073242, 19.96467399597168, 20.098102569580078, 21.22049903869629, 24.753820419311523, 17.316036224365234, 21.25105857849121, 26.32941246032715, 14.964648246765137]",False,pre2022
102,"[10.351480484008789, 10.398791313171387, 13.723348617553711, 14.456073760986328, 12.734335899353027, 16.021366119384766, 12.927529335021973, 14.490256309509277, 12.454471588134766, 19.67573356628418, 10.791020393371582]",True,pre2022
103,"[15.638246536254883, 21.667797088623047, 28.401107788085938, 21.30561637878418, 25.589582443237305, 29.90460968017578, 30.26215171813965, 26.060693740844727, 24.935312271118164, 19.531797409057617, 23.933626174926758]",True,pre2022
104,"[12.90627384185791, 18.92888069152832, 22.43700408935547, 17.172698974609375, 19.093345642089844, 21.192832946777344, 11.834833145141602, 17.67584228515625, 21.08306884765625, 35.36660385131836, 13.026585578918457]",False,pre2022
105,"[7.9619364738464355, 23.421113967895508, 10.802511215209961, 19.72686195373535, 12.165630340576172, 15.79915714263916, 11.386507034301758, 20.095577239990234, 12.63036060333252, 16.687057495117188, 16.77878189086914]",True,pre2022
106,"[11.93944263458252, 15.902754783630371, 13.589893341064453, 15.043317794799805, 14.515504837036133, 9.191832542419434, 11.217606544494629, 17.82375717163086, 11.19106388092041, 24.740097045898438, 9.860642433166504]",False,pre2022
107,"[12.343957901000977, 14.88312816619873, 21.116939544677734, 25.868698120117188, 14.559873580932617, 15.406454086303711, 16.568265914916992, 22.710390090942383, 12.562355995178223, 23.52412986755371, 17.219257354736328]",True,pre2022
108,"[7.947111129760742, 12.966045379638672, 11.617707252502441, 14.164252281188965, 10.390176773071289, 11.363490104675293, 10.195943832397461, 12.874894142150879, 11.042718887329102, 15.629312515258789, 10.843948364257812]",True,pre2022
109,"[9.123640060424805, 11.618263244628906, 10.755492210388184, 12.29254150390625, 20.214271545410156, 12.24868106842041, 8.09500789642334, 23.33365249633789, 13.465890884399414, 19.240453720092773, 10.100239753723145]",False,pre2022
110,"[9.738218307495117, 10.94607925415039, 12.692934036254883, 11.852866172790527, 11.350539207458496, 17.823829650878906, 13.943248748779297, 15.995686531066895, 12.696114540100098, 16.552295684814453, 12.24561595916748]",True,pre2022
111,"[2.4412615299224854, 21.24039649963379, 23.530317306518555, 18.72549819946289, 23.645959854125977, 31.41092300415039, 18.385282516479492, 21.979360580444336, 18.011072158813477, 20.080408096313477, 11.214554786682129]",True,pre2022
112,"[24.634626388549805, 19.811471939086914, 23.951251983642578, 41.84151840209961, 21.315715789794922, 27.981115341186523, 24.093364715576172, 30.50019073486328, 21.180173873901367, 54.86052703857422, 20.24092674255371]",False,pre2022
113,"[2.4117891788482666, 10.117112159729004, 11.470864295959473, 19.58136558532715, 12.105290412902832, 14.559575080871582, 17.376968383789062, 21.964006423950195, 11.38160228729248, 8.371298789978027, 9.13361644744873]",True,pre2022
114,"[7.780927658081055, 14.380279541015625, 15.525200843811035, 19.235980987548828, 13.050923347473145, 16.66680335998535, 13.019543647766113, 14.306652069091797, 13.942388534545898, 19.821861267089844, 11.845856666564941]",True,pre2022
115,"[11.206459045410156, 20.38387680053711, 18.489070892333984, 22.57034683227539, 22.20575714111328, 20.086681365966797, 17.179821014404297, 20.096179962158203, 17.56855010986328, 25.360260009765625, 14.378085136413574]",True,pre2022
116,"[9.638768196105957, 15.302702903747559, 14.406651496887207, 21.447784423828125, 15.552901268005371, 14.613061904907227, 16.1187744140625, 13.709041595458984, 10.975373268127441, 16.41398811340332, 13.889717102050781]",True,pre2022
117,"[15.692155838012695, 20.645336151123047, 13.9229154586792, 19.94879150390625, 14.529403686523438, 17.452377319335938, 13.632102012634277, 19.885271072387695, 16.529638290405273, 24.71548843383789, 14.156301498413086]",False,pre2022
118,"[9.085333824157715, 14.638279914855957, 6.350772857666016, 14.2601957321167, 11.905312538146973, 11.26586627960205, 11.58388900756836, 12.52717399597168, 8.941412925720215, 11.639715194702148, 9.638106346130371]",False,pre2022
119,"[1.706476092338562, 18.673192977905273, 15.574341773986816, 14.86092472076416, 18.27955436706543, 20.178457260131836, 14.565095901489258, 14.774290084838867, 15.399271011352539, 44.003414154052734, 10.169108390808105]",True,pre2022
120,"[16.722917556762695, 36.75981903076172, 25.228010177612305, 24.719608306884766, 19.12511444091797, 27.49142074584961, 19.770263671875, 28.30415916442871, 24.66014289855957, 18.078216552734375, 15.132128715515137]",False,pre2022
121,"[18.270673751831055, 35.42140579223633, 23.011743545532227, 22.473678588867188, 26.162935256958008, 27.993507385253906, 34.92902755737305, 27.128816604614258, 23.031349182128906, 30.854494094848633, 18.57735252380371]",True,pre2022
122,"[16.168170928955078, 19.277891159057617, 16.396074295043945, 26.98729705810547, 21.10338592529297, 16.30051612854004, 22.844409942626953, 31.905641555786133, 16.136320114135742, 27.999862670898438, 16.688556671142578]",False,pre2022
123,"[27.198707580566406, 19.42556381225586, 27.476781845092773, 37.9079704284668, 28.60454750061035, 21.998266220092773, 23.8190860748291, 27.72361183166504, 23.950761795043945, 27.317838668823242, 21.02362632751465]",False,pre2022
124,"[6.896603107452393, 11.935386657714844, 9.289979934692383, 9.812129974365234, 7.779814720153809, 14.85155963897705, 8.563995361328125, 7.865149974822998, 8.392555236816406, 10.694483757019043, 7.221322059631348]",True,pre2022
125,"[11.595165252685547, 13.640034675598145, 16.081541061401367, 20.224882125854492, 10.310721397399902, 18.890335083007812, 13.120990753173828, 18.50298500061035, 12.21603775024414, 19.892454147338867, 14.918270111083984]",False,pre2022
126,"[4.901080131530762, 7.936089515686035, 6.739811420440674, 5.832486152648926, 49.3957405090332, 6.141709804534912, 5.066515922546387, 6.616022109985352, 5.689164161682129, 7.390522003173828, 5.232293605804443]",True,pre2022
